Id_Jogo,link_jogo,Torneio,Horario,Time1,Gol_T1,Gol_T2,Time2
nuiO0UWo,https://www.flashscore.com.br/jogo/nuiO0UWo/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 11:00,Predni Kopanina,0,0,Uhrineves
8tOF8MLn,https://www.flashscore.com.br/jogo/8tOF8MLn/#/resumo-de-jogo,REPÚBLICA TCHECA# Stredocesky KP,25/03/2023 11:00,Dobris,0,0,Poricany
b7xpErbP,https://www.flashscore.com.br/jogo/b7xpErbP/#/resumo-de-jogo,REPÚBLICA TCHECA# Stredocesky KP,25/03/2023 11:00,Nespeky,0,0,Spartak Pribram
nXMJ7tyg,https://www.flashscore.com.br/jogo/nXMJ7tyg/#/resumo-de-jogo,REPÚBLICA TCHECA# Stredocesky KP,25/03/2023 11:00,Povltavska FA B,0,0,Hrebec
0GOB926t,https://www.flashscore.com.br/jogo/0GOB926t/#/resumo-de-jogo,REPÚBLICA TCHECA# Stredocesky KP,25/03/2023 11:00,Tuchlovice,0,0,Sokolec
6PJ7ZKQ2,https://www.flashscore.com.br/jogo/6PJ7ZKQ2/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 11:00,Modlany,0,0,Perstejn
4KuPAyl2,https://www.flashscore.com.br/jogo/4KuPAyl2/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 11:00,Zatec,0,0,Kadan
bcV9db2P,https://www.flashscore.com.br/jogo/bcV9db2P/#/resumo-de-jogo,POLÔNIA# Ekstraliga Feminina,25/03/2023 11:00,Gdansk F,0,0,Katowice F
WOjWXszR,https://www.flashscore.com.br/jogo/WOjWXszR/#/resumo-de-jogo,REPÚBLICA TCHECA# Vysocina KP,25/03/2023 11:00,Kamenice nad Lipou,0,0,Slavoj Polna
l4wbT1rr,https://www.flashscore.com.br/jogo/l4wbT1rr/#/resumo-de-jogo,REPÚBLICA TCHECA# Vysocina KP,25/03/2023 11:00,Namest n. Oslavou,0,0,Ledec nad Sazavou
OYDeqpZQ,https://www.flashscore.com.br/jogo/OYDeqpZQ/#/resumo-de-jogo,POLÔNIA# Liga Central Youth,25/03/2023 11:00,Legia U19,0,0,Lechia G. U19
pWW6RuDf,https://www.flashscore.com.br/jogo/pWW6RuDf/#/resumo-de-jogo,REPÚBLICA TCHECA# Vysocina KP,25/03/2023 11:00,Nova Ves,0,0,Velke Mezirici B
xQcNZ35E,https://www.flashscore.com.br/jogo/xQcNZ35E/#/resumo-de-jogo,REPÚBLICA TCHECA# Vysocina KP,25/03/2023 11:00,Pelhrimov,0,0,Sapeli Polna
KlmSYNKK,https://www.flashscore.com.br/jogo/KlmSYNKK/#/resumo-de-jogo,REPÚBLICA TCHECA# Vysocina KP,25/03/2023 11:00,Rapotice,0,0,Chotebor
zcwIXQPB,https://www.flashscore.com.br/jogo/zcwIXQPB/#/resumo-de-jogo,REPÚBLICA TCHECA# Zlinsky KP,25/03/2023 11:00,Napajedla,0,0,Borsice
p8p5zTug,https://www.flashscore.com.br/jogo/p8p5zTug/#/resumo-de-jogo,REPÚBLICA TCHECA# Zlinsky KP,25/03/2023 11:00,Slusovice,0,0,Brumov
SWZ9Znea,https://www.flashscore.com.br/jogo/SWZ9Znea/#/resumo-de-jogo,REPÚBLICA TCHECA# Zlinsky KP,25/03/2023 11:00,Strani,0,0,Bystrice pod Hostynem
CE6GsAkN,https://www.flashscore.com.br/jogo/CE6GsAkN/#/resumo-de-jogo,PAÍSES BAIXOS# 3ª Divisão,25/03/2023 11:00,AFC,0,0,Kozakken Boys
OEXgMv66,https://www.flashscore.com.br/jogo/OEXgMv66/#/resumo-de-jogo,EUROPA# Eurocopa - Qualificação,25/03/2023 11:00,Escócia,0,0,Chipre
fwCBrjzH,https://www.flashscore.com.br/jogo/fwCBrjzH/#/resumo-de-jogo,PAÍSES BAIXOS# 3ª Divisão,25/03/2023 11:00,IJsselmeervogels,0,0,HFC
djG9DVEF,https://www.flashscore.com.br/jogo/djG9DVEF/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Leste,25/03/2023 11:00,Cirkulane,0,0,Brezice
rBfh57Me,https://www.flashscore.com.br/jogo/rBfh57Me/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Leste,25/03/2023 11:00,Dravinja,0,0,Drava
CxXwI4o5,https://www.flashscore.com.br/jogo/CxXwI4o5/#/resumo-de-jogo,ESLOVÊNIA# 2. SNL,25/03/2023 11:00,Rudar,0,0,Bilje
vkOfEMpU,https://www.flashscore.com.br/jogo/vkOfEMpU/#/resumo-de-jogo,ESLOVÊNIA# 2. SNL,25/03/2023 11:00,NK Bistrica,0,0,Ilirija
pSOjF2VN,https://www.flashscore.com.br/jogo/pSOjF2VN/#/resumo-de-jogo,ESLOVÊNIA# 2. SNL,25/03/2023 11:00,Beltinci,0,0,Krsko
GhY2QTep,https://www.flashscore.com.br/jogo/GhY2QTep/#/resumo-de-jogo,NORUEGA# Toppserien Feminina,25/03/2023 11:00,Rosenborg F,0,0,Stabaek F
zajzV9mT,https://www.flashscore.com.br/jogo/zajzV9mT/#/resumo-de-jogo,NORUEGA# Toppserien Feminina,25/03/2023 11:00,Lyn F,0,0,Brann F
d8iWVkYM,https://www.flashscore.com.br/jogo/d8iWVkYM/#/resumo-de-jogo,NORUEGA# Toppserien Feminina,25/03/2023 11:00,LSK Kvinner F,0,0,Avaldsnes F
fqX6PmBj,https://www.flashscore.com.br/jogo/fqX6PmBj/#/resumo-de-jogo,NORUEGA# Toppserien Feminina,25/03/2023 11:00,Asane F,0,0,RØA F
OvkcmA6t,https://www.flashscore.com.br/jogo/OvkcmA6t/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão E,25/03/2023 11:00,Batov,0,0,Bzenec
tjKmfTFU,https://www.flashscore.com.br/jogo/tjKmfTFU/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,UYSS New York U19,0,0,Grosseto U19
ShwSkz3K,https://www.flashscore.com.br/jogo/ShwSkz3K/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Sport U19,0,0,Imolese U19
EkZNjGmE,https://www.flashscore.com.br/jogo/EkZNjGmE/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Serie D team U19,0,0,Ladegbuwa U19
40TkHFde,https://www.flashscore.com.br/jogo/40TkHFde/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Fiorentina U19,0,0,Monterosi U19
xvFnVGxm,https://www.flashscore.com.br/jogo/xvFnVGxm/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Euro New York U19,0,0,Seravezza Pozzi U19
nPIfGZB1,https://www.flashscore.com.br/jogo/nPIfGZB1/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Euro New York U19,0,0,Kakawa U19
0SrUUYQf,https://www.flashscore.com.br/jogo/0SrUUYQf/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Bologna U19,0,0,Jovenes Promesas U19
vJsYTht1,https://www.flashscore.com.br/jogo/vJsYTht1/#/resumo-de-jogo,MUNDO# Copa Viareggio,25/03/2023 11:00,Atromitos U19,0,0,Mavlon U19
I1l1nULn,https://www.flashscore.com.br/jogo/I1l1nULn/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão E,25/03/2023 11:00,Holesov,0,0,FK Kozlovice
UmAuaH4d,https://www.flashscore.com.br/jogo/UmAuaH4d/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:00,Västerås SK (Swe),0,0,Sandviken (Swe)
KUjkBX9s,https://www.flashscore.com.br/jogo/KUjkBX9s/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:00,Makedonija GP (Mkd),0,0,Vardar (Mkd)
WMeq7JTa,https://www.flashscore.com.br/jogo/WMeq7JTa/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:00,Kalmar (Swe),0,0,Öster (Swe)
OhCC4bKh,https://www.flashscore.com.br/jogo/OhCC4bKh/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:00,Flekkerøy (Nor),0,0,Notodden (Nor)
d0FIuke7,https://www.flashscore.com.br/jogo/d0FIuke7/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:00,Cremonese (Ita),0,0,Spal (Ita)
EijgAiPm,https://www.flashscore.com.br/jogo/EijgAiPm/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:00,Belasica (Mkd),0,0,Bregalnica (Mkd)
fuV5Ad79,https://www.flashscore.com.br/jogo/fuV5Ad79/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Oeste,25/03/2023 11:00,Trebatice,0,0,Marcelova
pAmFmZad,https://www.flashscore.com.br/jogo/pAmFmZad/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Oeste,25/03/2023 11:00,Nitra,0,0,Pata
W6qBlFpj,https://www.flashscore.com.br/jogo/W6qBlFpj/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Oeste,25/03/2023 11:00,Lehota p. V.,0,0,Blava
x4z1Bxh3,https://www.flashscore.com.br/jogo/x4z1Bxh3/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Oeste,25/03/2023 11:00,Kolarovo,0,0,FK TJ Lokomotiva Kozarovce
bDycCIxc,https://www.flashscore.com.br/jogo/bDycCIxc/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Oeste,25/03/2023 11:00,Boleraz,0,0,Imel
jDFDCkUL,https://www.flashscore.com.br/jogo/jDFDCkUL/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Leste,25/03/2023 11:00,Ljutomer,0,0,Videm
llel6m7k,https://www.flashscore.com.br/jogo/llel6m7k/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Leste,25/03/2023 11:00,Race,0,0,Dravograd
UXk1RCqt,https://www.flashscore.com.br/jogo/UXk1RCqt/#/resumo-de-jogo,REPÚBLICA TCHECA# Jihomoravsky KP,25/03/2023 11:00,Ratiskovice,0,0,Lisen B
OYuCqYOf,https://www.flashscore.com.br/jogo/OYuCqYOf/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Oeste,25/03/2023 11:00,Izola,0,0,Fama Vipava
hYFe0yTu,https://www.flashscore.com.br/jogo/hYFe0yTu/#/resumo-de-jogo,PAÍS DE GALES# Cymru Sul,25/03/2023 11:00,Carmarthen,0,0,Goytre United
G8x4offr,https://www.flashscore.com.br/jogo/G8x4offr/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Oeste,25/03/2023 11:00,Ziri,0,0,Brda
lYnmUCJk,https://www.flashscore.com.br/jogo/lYnmUCJk/#/resumo-de-jogo,EUROPA# Europeu Sub-19 - Qualificação - Segunda fase,25/03/2023 11:00,Inglaterra U19,0,0,Islândia U19
MJAyZ15H,https://www.flashscore.com.br/jogo/MJAyZ15H/#/resumo-de-jogo,EUROPA# Europeu Sub-19 - Qualificação - Segunda fase,25/03/2023 11:00,Romênia U19,0,0,Irlanda do Norte U19
rcNjeoyF,https://www.flashscore.com.br/jogo/rcNjeoyF/#/resumo-de-jogo,PAÍS DE GALES# Cymru Norte,25/03/2023 11:00,Chirk AAA FC,0,0,Llanidloes Town
UBt8pE9l,https://www.flashscore.com.br/jogo/UBt8pE9l/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Oeste,25/03/2023 11:00,Visoko,0,0,Sava Kranj
zVra5FoE,https://www.flashscore.com.br/jogo/zVra5FoE/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Oeste,25/03/2023 11:00,Tolmin,0,0,NK Adria
U3EHB9qS,https://www.flashscore.com.br/jogo/U3EHB9qS/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Leste,25/03/2023 11:00,Zavrc,0,0,Smartno
CtVvUXmS,https://www.flashscore.com.br/jogo/CtVvUXmS/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão D,25/03/2023 11:00,Sperice,0,0,Start Brno
rydDsCg7,https://www.flashscore.com.br/jogo/rydDsCg7/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Oeste,25/03/2023 11:00,Sobec Lesce,0,0,Slovan Ljubljana
fmmXAgQi,https://www.flashscore.com.br/jogo/fmmXAgQi/#/resumo-de-jogo,BÉLGICA# 1ª Liga Nacional - Feminina,25/03/2023 11:00,Genk II F,0,0,Tienen F
2DnyADub,https://www.flashscore.com.br/jogo/2DnyADub/#/resumo-de-jogo,BÉLGICA# 1ª Liga Nacional - Feminina,25/03/2023 11:00,Wuustwezel F,0,0,Westerlo F
MRfHtW8D,https://www.flashscore.com.br/jogo/MRfHtW8D/#/resumo-de-jogo,ESLOVÊNIA# 3. SNL - Oeste,25/03/2023 11:00,Ljubljana Svoboda,0,0,Sencur
dlFEDSSd,https://www.flashscore.com.br/jogo/dlFEDSSd/#/resumo-de-jogo,POLÔNIA# Divisão 2,25/03/2023 11:15,Wisla Pulawy,0,0,Polonia W.
hngcrSMe,https://www.flashscore.com.br/jogo/hngcrSMe/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 11:15,PEPO (Fin),0,0,KTP (Fin)
Gn74olyg,https://www.flashscore.com.br/jogo/Gn74olyg/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão E,25/03/2023 11:30,Nove Sady,0,0,Prerov
YRu0YNT1,https://www.flashscore.com.br/jogo/YRu0YNT1/#/resumo-de-jogo,PAÍS DE GALES# Cymru Norte,25/03/2023 11:30,Colwyn Bay,0,0,Holywell
j55KtU4T,https://www.flashscore.com.br/jogo/j55KtU4T/#/resumo-de-jogo,PAÍSES BAIXOS# 3ª Divisão,25/03/2023 11:30,TEC,0,0,Katwijk
AqPrc762,https://www.flashscore.com.br/jogo/AqPrc762/#/resumo-de-jogo,PAÍS DE GALES# Cymru Norte,25/03/2023 11:30,Holyhead,0,0,N. C. Druids
lzOndRL8,https://www.flashscore.com.br/jogo/lzOndRL8/#/resumo-de-jogo,PAÍS DE GALES# Cymru Norte,25/03/2023 11:30,Prestatyn,0,0,Guilsfield
GCvjuhcU,https://www.flashscore.com.br/jogo/GCvjuhcU/#/resumo-de-jogo,PAÍS DE GALES# Cymru Sul,25/03/2023 11:30,Trefelin,0,0,Swansea University
tfnwrfDB,https://www.flashscore.com.br/jogo/tfnwrfDB/#/resumo-de-jogo,PAÍS DE GALES# Cymru Sul,25/03/2023 11:30,Taffs Well,0,0,Ammanford
tY4CALsf,https://www.flashscore.com.br/jogo/tY4CALsf/#/resumo-de-jogo,PAÍS DE GALES# Premier League - Disputa do Título,25/03/2023 11:30,TNS,0,0,Cardiff Metropolitan
CMMFXbeF,https://www.flashscore.com.br/jogo/CMMFXbeF/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 11:30,Domousice,0,0,Srbice
xMuntYsO,https://www.flashscore.com.br/jogo/xMuntYsO/#/resumo-de-jogo,PAÍS DE GALES# Cymru Sul,25/03/2023 11:30,Cambrian & Clydach,0,0,Cwmbran Celtic
nXnZrzb5,https://www.flashscore.com.br/jogo/nXnZrzb5/#/resumo-de-jogo,PAÍS DE GALES# Cymru Sul,25/03/2023 11:30,Barry,0,0,Pontardawe
2s68B1Sm,https://www.flashscore.com.br/jogo/2s68B1Sm/#/resumo-de-jogo,PAÍS DE GALES# Premier League - Disputa do Título,25/03/2023 11:30,Penybont,0,0,Bala Town
23amTQgj,https://www.flashscore.com.br/jogo/23amTQgj/#/resumo-de-jogo,PAÍS DE GALES# Premier League - Grupo de Rebaixamento,25/03/2023 11:30,Haverfordwest,0,0,Caernarfon
veFmADil,https://www.flashscore.com.br/jogo/veFmADil/#/resumo-de-jogo,POLÔNIA# III Liga - Grupo IV,25/03/2023 11:30,Wisloka Debica,0,0,Sokol Sieniawa
8z307By7,https://www.flashscore.com.br/jogo/8z307By7/#/resumo-de-jogo,POLÔNIA# III Liga - Grupo IV,25/03/2023 11:30,Unia Tarnow,0,0,Lublinianka
0A3d8iM0,https://www.flashscore.com.br/jogo/0A3d8iM0/#/resumo-de-jogo,POLÔNIA# III Liga - Grupo IV,25/03/2023 11:30,Chelmianka Chelm,0,0,S. Wola
8t0qU6vp,https://www.flashscore.com.br/jogo/8t0qU6vp/#/resumo-de-jogo,PAÍS DE GALES# Premier League - Grupo de Rebaixamento,25/03/2023 11:30,Airbus,0,0,Pontypridd
lSk9ubxT,https://www.flashscore.com.br/jogo/lSk9ubxT/#/resumo-de-jogo,POLÔNIA# III Liga - Grupo II,25/03/2023 11:30,Jarocin,0,0,Cartusia Kartuzy
d0Rff5jL,https://www.flashscore.com.br/jogo/d0Rff5jL/#/resumo-de-jogo,PAÍS DE GALES# Cymru Norte,25/03/2023 11:30,Mold Alexandra,0,0,Gresford
6XDHYnWS,https://www.flashscore.com.br/jogo/6XDHYnWS/#/resumo-de-jogo,PAÍS DE GALES# Premier League - Grupo de Rebaixamento,25/03/2023 11:30,Aberystwyth,0,0,Flint
KpossESH,https://www.flashscore.com.br/jogo/KpossESH/#/resumo-de-jogo,PAÍS DE GALES# Cymru Sul,25/03/2023 11:30,Llantwit Major,0,0,Afan Lido
vPGagP5R,https://www.flashscore.com.br/jogo/vPGagP5R/#/resumo-de-jogo,PAÍS DE GALES# Cymru Norte,25/03/2023 11:30,Porthmadog,0,0,Penrhyncoch
WKpWlobD,https://www.flashscore.com.br/jogo/WKpWlobD/#/resumo-de-jogo,ÁFRICA# Copa das Nações Africanas Sub-23 - Qualificação - Qualificação,25/03/2023 11:30,Gabão U23,0,0,Cameroon U23
x4OlGtce,https://www.flashscore.com.br/jogo/x4OlGtce/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 4,25/03/2023 11:30,CD Vitoria,0,0,Pasaia
dl7go5Zq,https://www.flashscore.com.br/jogo/dl7go5Zq/#/resumo-de-jogo,CROÁCIA# Prva NL,25/03/2023 11:30,Dubrava,0,0,Bijelo Brdo
OfgGgtIc,https://www.flashscore.com.br/jogo/OfgGgtIc/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Bratstvo Gracanica,0,0,Kakanj
ShV1vwsn,https://www.flashscore.com.br/jogo/ShV1vwsn/#/resumo-de-jogo,ÁUSTRIA# Liga Regional Leste,25/03/2023 11:30,Traiskirchen,0,0,Stripfing
Ic2QWIAp,https://www.flashscore.com.br/jogo/Ic2QWIAp/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Travnik,0,0,GOSK Gabela
4jMkwLXG,https://www.flashscore.com.br/jogo/4jMkwLXG/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Radnicki Lukavac,0,0,Hadzici
OEVHowWg,https://www.flashscore.com.br/jogo/OEVHowWg/#/resumo-de-jogo,ALEMANHA# Oberliga Baden-Württemberg,25/03/2023 11:30,Reutlingen,0,0,Hollenbach
EutrhugQ,https://www.flashscore.com.br/jogo/EutrhugQ/#/resumo-de-jogo,ALEMANHA# Oberliga Baden-Württemberg,25/03/2023 11:30,Freiburger,0,0,Oberachern
QaNov1IA,https://www.flashscore.com.br/jogo/QaNov1IA/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Mladost DK,0,0,Gorazde
n5rfy49d,https://www.flashscore.com.br/jogo/n5rfy49d/#/resumo-de-jogo,CROÁCIA# Druga NL,25/03/2023 11:30,Zagorec K.,0,0,Zrinski Jurjevac
vgSHixrU,https://www.flashscore.com.br/jogo/vgSHixrU/#/resumo-de-jogo,BÉLGICA# Superliga Feminina - Nível Derrotados,25/03/2023 11:30,Waregem F,0,0,Mechelen F
hIuDEAvq,https://www.flashscore.com.br/jogo/hIuDEAvq/#/resumo-de-jogo,ALEMANHA# Oberliga Rheinland-Pfalz/Saar - Grupo de Rebaixamento,25/03/2023 11:30,Jagersburg,0,0,Eisbachtal
IPloJjWR,https://www.flashscore.com.br/jogo/IPloJjWR/#/resumo-de-jogo,ALEMANHA# Oberliga Rheinland-Pfalz/Saar - Grupo de Rebaixamento,25/03/2023 11:30,Hertha Wiesbach,0,0,Kirchberg
O2ksKWGL,https://www.flashscore.com.br/jogo/O2ksKWGL/#/resumo-de-jogo,ALEMANHA# Oberliga Rheinland-Pfalz/Saar - Grupo de Rebaixamento,25/03/2023 11:30,Dudenhofen,0,0,Ahrweiler
pCjwLC1F,https://www.flashscore.com.br/jogo/pCjwLC1F/#/resumo-de-jogo,ALEMANHA# Oberliga Rheinland-Pfalz/Saar - Grupo de Rebaixamento,25/03/2023 11:30,Arminia Ludwigshafen,0,0,Pfeddersheim
zihXtObF,https://www.flashscore.com.br/jogo/zihXtObF/#/resumo-de-jogo,ALEMANHA# Oberliga Rheinland-Pfalz/Saar - Disputa do Título,25/03/2023 11:30,Auersmacher,0,0,Engers
p4fCfM2i,https://www.flashscore.com.br/jogo/p4fCfM2i/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Gradina Srebrenik,0,0,TOSK Tesanj
zXaFuMjb,https://www.flashscore.com.br/jogo/zXaFuMjb/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Central,25/03/2023 11:30,K. Nove Mesto,0,0,Badin
W06UVxQj,https://www.flashscore.com.br/jogo/W06UVxQj/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Gradacac,0,0,Tomislav
YPQgxumN,https://www.flashscore.com.br/jogo/YPQgxumN/#/resumo-de-jogo,BÓSNIA E HERZEGOVINA# Prva Liga - FBiH,25/03/2023 11:30,Jedinstvo Bihac,0,0,BFK Simm Bau
0O8SJnbC,https://www.flashscore.com.br/jogo/0O8SJnbC/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 15,25/03/2023 11:45,Valle Egues,0,0,Cortes
IHQel45m,https://www.flashscore.com.br/jogo/IHQel45m/#/resumo-de-jogo,NIGÉRIA# NPFL,25/03/2023 12:00,Dakkada FC,0,0,Niger
6PsvWMkJ,https://www.flashscore.com.br/jogo/6PsvWMkJ/#/resumo-de-jogo,NIGÉRIA# NPFL,25/03/2023 12:00,Enugu,0,0,Bayelsa United
hIFtWdFm,https://www.flashscore.com.br/jogo/hIFtWdFm/#/resumo-de-jogo,FRANÇA# Nacional 2 - Grupo A,25/03/2023 12:00,Racing Club de France,0,0,Beauvais
bqY4HZZq,https://www.flashscore.com.br/jogo/bqY4HZZq/#/resumo-de-jogo,EUROPA# Europeu Sub-19 - Qualificação - Segunda fase,25/03/2023 12:00,Alemanha U19,0,0,Bélgica U19
WY7zg2ec,https://www.flashscore.com.br/jogo/WY7zg2ec/#/resumo-de-jogo,EUROPA# Europeu Sub-17 - Qualificação - Segunda fase,25/03/2023 12:00,Portugal U17,0,0,Polônia U17
nBZHzLuT,https://www.flashscore.com.br/jogo/nBZHzLuT/#/resumo-de-jogo,EUROPA# Europeu Sub-17 - Qualificação - Segunda fase,25/03/2023 12:00,Países Baixos U17,0,0,Dinamarca U17
fBRDFD4d,https://www.flashscore.com.br/jogo/fBRDFD4d/#/resumo-de-jogo,EUROPA# Europeu Sub-19 - Qualificação - Segunda fase,25/03/2023 12:00,Ucrânia U19,0,0,Dinamarca U19
vNqmM0IO,https://www.flashscore.com.br/jogo/vNqmM0IO/#/resumo-de-jogo,POLÔNIA# III Liga - Grupo I,25/03/2023 12:00,Mlawa,0,0,Ursus Warszawa
OU9Xzgh2,https://www.flashscore.com.br/jogo/OU9Xzgh2/#/resumo-de-jogo,ESPANHA# Primera Federación - Feminina,25/03/2023 12:00,Albacete F,0,0,CA Osasuna F
dtZTaOsI,https://www.flashscore.com.br/jogo/dtZTaOsI/#/resumo-de-jogo,ESPANHA# Liga F Feminina,25/03/2023 12:00,Betis F,0,0,Villarreal F
2krAxUit,https://www.flashscore.com.br/jogo/2krAxUit/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 16,25/03/2023 12:00,Comillas,0,0,Varea
fBwSL8Ta,https://www.flashscore.com.br/jogo/fBwSL8Ta/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 15,25/03/2023 12:00,Subiza,0,0,Pamplona
MX9OKSr6,https://www.flashscore.com.br/jogo/MX9OKSr6/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 15,25/03/2023 12:00,Lagunak,0,0,CD Cantolagua
8fyGOAqs,https://www.flashscore.com.br/jogo/8fyGOAqs/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 15,25/03/2023 12:00,Huarte,0,0,Burlades
p2sIBnB5,https://www.flashscore.com.br/jogo/p2sIBnB5/#/resumo-de-jogo,ESPANHA# Tercera RFEF - Grupo 11,25/03/2023 12:00,Mercadal,0,0,Inter Manacor
xhGrJtui,https://www.flashscore.com.br/jogo/xhGrJtui/#/resumo-de-jogo,PORTUGAL# Liga BPI Feminina,25/03/2023 12:00,Torreense F,0,0,Braga F
Ei61RYTI,https://www.flashscore.com.br/jogo/Ei61RYTI/#/resumo-de-jogo,FRANÇA# Nacional 2 - Grupo A,25/03/2023 12:00,Caen II,0,0,Rouen
f3VKMm5n,https://www.flashscore.com.br/jogo/f3VKMm5n/#/resumo-de-jogo,FRANÇA# Nacional 2 - Grupo C,25/03/2023 12:00,Auxerre II,0,0,Marignane
Eypj66WE,https://www.flashscore.com.br/jogo/Eypj66WE/#/resumo-de-jogo,IRLANDA DO NORTE# Premiership,25/03/2023 12:00,Ballymena,0,0,Glenavon
bmEDmJoh,https://www.flashscore.com.br/jogo/bmEDmJoh/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 12:00,Sandnes (Nor),0,0,Start (Nor)
0A51vP61,https://www.flashscore.com.br/jogo/0A51vP61/#/resumo-de-jogo,INGLATERRA# National League (5ª Divisão),25/03/2023 12:00,Maidstone,0,0,Woking
Kbl4u5ie,https://www.flashscore.com.br/jogo/Kbl4u5ie/#/resumo-de-jogo,INGLATERRA# National League (5ª Divisão),25/03/2023 12:00,Dorking,0,0,Maidenhead
t8k0toxk,https://www.flashscore.com.br/jogo/t8k0toxk/#/resumo-de-jogo,INGLATERRA# National League (5ª Divisão),25/03/2023 12:00,Chesterfield,0,0,Halifax
nojdsRMr,https://www.flashscore.com.br/jogo/nojdsRMr/#/resumo-de-jogo,INGLATERRA# National League (5ª Divisão),25/03/2023 12:00,Boreham Wood,0,0,Eastleigh
S09PnmaL,https://www.flashscore.com.br/jogo/S09PnmaL/#/resumo-de-jogo,INGLATERRA# National League (5ª Divisão),25/03/2023 12:00,Aldershot,0,0,Gateshead
dnWr5zzO,https://www.flashscore.com.br/jogo/dnWr5zzO/#/resumo-de-jogo,INGLATERRA# League Two (4ª Divisão),25/03/2023 12:00,Swindon,0,0,Stockport
ENtv6GKH,https://www.flashscore.com.br/jogo/ENtv6GKH/#/resumo-de-jogo,INGLATERRA# League Two (4ª Divisão),25/03/2023 12:00,Stevenage,0,0,Salford
0Kxz7d5B,https://www.flashscore.com.br/jogo/0Kxz7d5B/#/resumo-de-jogo,INGLATERRA# League Two (4ª Divisão),25/03/2023 12:00,Mansfield,0,0,Sutton
6cwW7xj5,https://www.flashscore.com.br/jogo/6cwW7xj5/#/resumo-de-jogo,INGLATERRA# League Two (4ª Divisão),25/03/2023 12:00,Hartlepool,0,0,Leyton Orient
