Id_Jogo,link_jogo,Torneio,Horario,Time1,Gol_T1,Gol_T2,Time2
Sjh8oDAa,https://www.flashscore.com.br/jogo/Sjh8oDAa/#/resumo-de-jogo,COSTA RICA# Primeira División - Encerramento,24/03/2023 23:00,Alajuelense,2,0,Guanacasteca
dhwdDUYG,https://www.flashscore.com.br/jogo/dhwdDUYG/#/resumo-de-jogo,EUA# MLS Next Pro,24/03/2023 23:00,Real Monarchs,0,2,Minnesota 2
YmeGqiuC,https://www.flashscore.com.br/jogo/YmeGqiuC/#/resumo-de-jogo,COSTA RICA# Primeira División - Encerramento,24/03/2023 23:00,Puntarenas FC,3,2,Saprissa
pYNitSpl,https://www.flashscore.com.br/jogo/pYNitSpl/#/resumo-de-jogo,AMÉRICA DO NORTE E CENTRAL# Liga das Nações da CONCACAF - Liga B,24/03/2023 23:00,Belize,1,2,Guatemala
pWrVPybE,https://www.flashscore.com.br/jogo/pWrVPybE/#/resumo-de-jogo,MÉXICO# Liga MX Feminina - Encerramento,25/03/2023 00:05,Querétaro F,0,0,U.N.A.M. F
WxObSo6E,https://www.flashscore.com.br/jogo/WxObSo6E/#/resumo-de-jogo,MÉXICO# Liga MX - Encerramento,25/03/2023 00:05,Mazatlan FC,1,1,Leon
M3WjTJqi,https://www.flashscore.com.br/jogo/M3WjTJqi/#/resumo-de-jogo,AUSTRÁLIA# NPL - NSW Norte,25/03/2023 00:30,Adamstown Rosebud,0,0,New Lambton
zoiDxghh,https://www.flashscore.com.br/jogo/zoiDxghh/#/resumo-de-jogo,AUSTRÁLIA# NPL - Tasmânia,25/03/2023 00:30,Riverside Olympic,0,0,Kingborough Lions
Eu8OGwvK,https://www.flashscore.com.br/jogo/Eu8OGwvK/#/resumo-de-jogo,AUSTRÁLIA# A-League Feminina,25/03/2023 01:00,Western United F,0,0,Canberra F
GIFD6hxB,https://www.flashscore.com.br/jogo/GIFD6hxB/#/resumo-de-jogo,JAPÃO# Liga Nadeshiko Feminina,25/03/2023 01:00,Yokohama FC Seagulls F,0,0,NGU Nagoya F
xSG97YM4,https://www.flashscore.com.br/jogo/xSG97YM4/#/resumo-de-jogo,JAPÃO# Liga Nadeshiko Feminina,25/03/2023 01:00,Gunma F,0,0,Nittaidai F
AuFH5CiH,https://www.flashscore.com.br/jogo/AuFH5CiH/#/resumo-de-jogo,JAPÃO# Liga Nadeshiko Feminina,25/03/2023 01:00,Ehime F,0,0,Harima Albion F
EZYu4v0r,https://www.flashscore.com.br/jogo/EZYu4v0r/#/resumo-de-jogo,JAPÃO# Liga WE Feminina,25/03/2023 01:00,Albirex Niigata F,0,0,Saitama F
zk9KHJOD,https://www.flashscore.com.br/jogo/zk9KHJOD/#/resumo-de-jogo,AUSTRÁLIA# A-League Feminina,25/03/2023 01:00,Sydney F,0,0,Adelaide F
4v2nuQjR,https://www.flashscore.com.br/jogo/4v2nuQjR/#/resumo-de-jogo,AUSTRÁLIA# NPL - Victoria,25/03/2023 01:00,Moreland City,0,0,North Geelong
Ew3GZipa,https://www.flashscore.com.br/jogo/Ew3GZipa/#/resumo-de-jogo,AUSTRÁLIA# A-League Feminina,25/03/2023 01:00,Newcastle F,0,0,Wellington Phoenix F
ALvFzpar,https://www.flashscore.com.br/jogo/ALvFzpar/#/resumo-de-jogo,AUSTRÁLIA# NPL - Victoria,25/03/2023 01:15,Avondale FC,0,0,Green Gully
6Pq36c0c,https://www.flashscore.com.br/jogo/6Pq36c0c/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Sul da Austrália,25/03/2023 01:30,Modbury,0,0,South Adelaide
0nq75HF3,https://www.flashscore.com.br/jogo/0nq75HF3/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Sul da Austrália,25/03/2023 01:30,Sturt Lions,0,0,Adelaide U21
bPZl4pA8,https://www.flashscore.com.br/jogo/bPZl4pA8/#/resumo-de-jogo,COREIA DO SUL# Liga WK Feminina,25/03/2023 02:00,Sejong Sportstoto F,0,0,Hwacheon F
dKe6u1X7,https://www.flashscore.com.br/jogo/dKe6u1X7/#/resumo-de-jogo,COREIA DO SUL# Liga WK Feminina,25/03/2023 02:00,Gyeongju F,0,0,Suwon FC F
ITd2tsI1,https://www.flashscore.com.br/jogo/ITd2tsI1/#/resumo-de-jogo,COREIA DO SUL# Liga WK Feminina,25/03/2023 02:00,Changnyeong F,0,0,Seoul F
lOFI3OA4,https://www.flashscore.com.br/jogo/lOFI3OA4/#/resumo-de-jogo,JAPÃO# Liga J2,25/03/2023 02:00,Tokushima,0,0,Blaublitz
8MHqsZ3r,https://www.flashscore.com.br/jogo/8MHqsZ3r/#/resumo-de-jogo,COREIA DO SUL# Liga K3,25/03/2023 02:00,Gangneung,0,0,Ulsan Citizen
8QXK4W6N,https://www.flashscore.com.br/jogo/8QXK4W6N/#/resumo-de-jogo,JAPÃO# Liga Nadeshiko Feminina,25/03/2023 02:00,Yamato Sylphid F,0,0,Setagaya Sfida FC F
27D66QQo,https://www.flashscore.com.br/jogo/27D66QQo/#/resumo-de-jogo,JAPÃO# Liga J2,25/03/2023 02:00,Vegalta Sendai,0,0,Kanazawa
Wn5N2rQA,https://www.flashscore.com.br/jogo/Wn5N2rQA/#/resumo-de-jogo,JAPÃO# Liga J2,25/03/2023 02:00,V-Varen Nagasaki,0,0,Yamagata
AXGE44eb,https://www.flashscore.com.br/jogo/AXGE44eb/#/resumo-de-jogo,JAPÃO# Liga J2,25/03/2023 02:00,Chiba,0,0,Okayama
tbCA5pth,https://www.flashscore.com.br/jogo/tbCA5pth/#/resumo-de-jogo,JAPÃO# Liga J2,25/03/2023 02:00,Omiya Ardija,0,0,Oita
hQXq3bFl,https://www.flashscore.com.br/jogo/hQXq3bFl/#/resumo-de-jogo,JAPÃO# Liga WE Feminina,25/03/2023 02:00,Parceiro Nagano F,0,0,JEF United F
rJQPqQP8,https://www.flashscore.com.br/jogo/rJQPqQP8/#/resumo-de-jogo,JAPÃO# Copa YBC Levain,25/03/2023 02:00,Iwata,0,0,Sapporo
IX8ef04a,https://www.flashscore.com.br/jogo/IX8ef04a/#/resumo-de-jogo,JAPÃO# Liga J3,25/03/2023 02:00,Grulla Morioka,0,0,Azul Claro Numazu
d0uMzXM4,https://www.flashscore.com.br/jogo/d0uMzXM4/#/resumo-de-jogo,AUSTRÁLIA# NPL - Tasmânia,25/03/2023 02:30,Glenorchy Knights,0,0,Launceston
EyjHyD7b,https://www.flashscore.com.br/jogo/EyjHyD7b/#/resumo-de-jogo,AUSTRÁLIA# NPL - Tasmânia,25/03/2023 02:30,Devonport,0,0,Launceston United
rwNBOebM,https://www.flashscore.com.br/jogo/rwNBOebM/#/resumo-de-jogo,AUSTRÁLIA# NPL - NSW Norte,25/03/2023 03:00,Weston Workers,0,0,Newcastle Olympic
AoE0wi37,https://www.flashscore.com.br/jogo/AoE0wi37/#/resumo-de-jogo,COREIA DO SUL# Liga K3,25/03/2023 03:00,Daejeon Korail,0,0,Hwaseong
2LAhuDYf,https://www.flashscore.com.br/jogo/2LAhuDYf/#/resumo-de-jogo,COREIA DO SUL# Liga K3,25/03/2023 03:00,Gimhae,0,0,Yangju Citizen
ABsNgUz8,https://www.flashscore.com.br/jogo/ABsNgUz8/#/resumo-de-jogo,AUSTRÁLIA# NPL - New South Wales,25/03/2023 03:00,Bulls Academy,0,0,St. George City
6J0blEPI,https://www.flashscore.com.br/jogo/6J0blEPI/#/resumo-de-jogo,CAZAQUISTÃO# Copa do Cazaquistão,25/03/2023 03:00,Zhenis,0,0,Arys
rN8R12uH,https://www.flashscore.com.br/jogo/rN8R12uH/#/resumo-de-jogo,JAPÃO# Liga J2,25/03/2023 03:00,Verdy,0,0,Kumamoto
jXoKSuLf,https://www.flashscore.com.br/jogo/jXoKSuLf/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Queensland,25/03/2023 03:15,Eastern Suburbs,0,0,Redlands
EkmB4yV9,https://www.flashscore.com.br/jogo/EkmB4yV9/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Sul da Austrália,25/03/2023 03:30,Adelaide Comets,0,0,Campbelltown City
8KUbRcE3,https://www.flashscore.com.br/jogo/8KUbRcE3/#/resumo-de-jogo,AUSTRÁLIA# NPL - NSW Norte,25/03/2023 04:00,Maitland,0,0,Valentine
W6JBspaj,https://www.flashscore.com.br/jogo/W6JBspaj/#/resumo-de-jogo,AUSTRÁLIA# NPL - Oeste,25/03/2023 04:00,Inglewood,0,0,Balcatta
bDBc5mic,https://www.flashscore.com.br/jogo/bDBc5mic/#/resumo-de-jogo,AUSTRÁLIA# NPL - Oeste,25/03/2023 04:00,Cockburn City,0,0,Bayswater City
fu563RL9,https://www.flashscore.com.br/jogo/fu563RL9/#/resumo-de-jogo,AUSTRÁLIA# NPL - Oeste,25/03/2023 04:00,Perth RedStar,0,0,Stirling Macedonia
lI4NRaz1,https://www.flashscore.com.br/jogo/lI4NRaz1/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Queensland,25/03/2023 04:00,Gold Coast Knights,0,0,Sunshine Coast Wanderers
pANFt4Ed,https://www.flashscore.com.br/jogo/pANFt4Ed/#/resumo-de-jogo,AUSTRÁLIA# NPL - Oeste,25/03/2023 04:00,Perth Glory U21,0,0,Armadale
x4A14763,https://www.flashscore.com.br/jogo/x4A14763/#/resumo-de-jogo,AUSTRÁLIA# NPL - Oeste,25/03/2023 04:00,Perth SC,0,0,Sorrento
WKrJfAL1,https://www.flashscore.com.br/jogo/WKrJfAL1/#/resumo-de-jogo,AUSTRÁLIA# NPL - New South Wales,25/03/2023 04:30,Sydney Olympic,0,0,NWS Spirit
ED9VR6OS,https://www.flashscore.com.br/jogo/ED9VR6OS/#/resumo-de-jogo,RÚSSIA# Divisão Suprema - Feminina,25/03/2023 04:30,Zvezda F,0,0,Lok. Moscow F
SfhQWTAH,https://www.flashscore.com.br/jogo/SfhQWTAH/#/resumo-de-jogo,FILIPINAS# PFL,25/03/2023 04:30,Cebu FC,0,0,Mendiola FC 1991
bRz5IDD8,https://www.flashscore.com.br/jogo/bRz5IDD8/#/resumo-de-jogo,AUSTRÁLIA# NPL - New South Wales,25/03/2023 04:30,Sutherland,0,0,Sydney Utd.
xIZ8HXSE,https://www.flashscore.com.br/jogo/xIZ8HXSE/#/resumo-de-jogo,AUSTRÁLIA# NPL - New South Wales,25/03/2023 05:00,Marconi,0,0,Manly Utd.
KtPDGirL,https://www.flashscore.com.br/jogo/KtPDGirL/#/resumo-de-jogo,AUSTRÁLIA# NPL - New South Wales,25/03/2023 05:00,WS Wanderers U21,0,0,APIA Leichhardt
OOrJZ3El,https://www.flashscore.com.br/jogo/OOrJZ3El/#/resumo-de-jogo,AUSTRÁLIA# NPL - Victoria,25/03/2023 05:00,Dandenong,0,0,Port Melbourne Sharks
zXJuM7Z8,https://www.flashscore.com.br/jogo/zXJuM7Z8/#/resumo-de-jogo,ÁFRICA DO SUL# Diski Challenge,25/03/2023 05:00,Mamelodi U23,0,0,Supersport U23
KOygb4s2,https://www.flashscore.com.br/jogo/KOygb4s2/#/resumo-de-jogo,ÁFRICA DO SUL# Diski Challenge,25/03/2023 05:00,Chippa United U23,0,0,Maritzburg Utd U23
tYxkapSe,https://www.flashscore.com.br/jogo/tYxkapSe/#/resumo-de-jogo,ÁFRICA DO SUL# Diski Challenge,25/03/2023 05:00,Marumo Gallants U23,0,0,Sekhukhune U23
UgJqLRlF,https://www.flashscore.com.br/jogo/UgJqLRlF/#/resumo-de-jogo,ÁFRICA DO SUL# Diski Challenge,25/03/2023 05:00,Swallows U23,0,0,Royal AM U23
ru4RQJk7,https://www.flashscore.com.br/jogo/ru4RQJk7/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Queensland,25/03/2023 05:15,Gold Coast,0,0,Moreton Bay Utd
CYj0gmyc,https://www.flashscore.com.br/jogo/CYj0gmyc/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 05:45,Energetik-BGU (Blr),0,0,Vitebsk (Blr)
dEbvsnME,https://www.flashscore.com.br/jogo/dEbvsnME/#/resumo-de-jogo,AUSTRÁLIA# NPL - Victoria,25/03/2023 05:45,Oakleigh,0,0,Hume City
Kb4Wgrti,https://www.flashscore.com.br/jogo/Kb4Wgrti/#/resumo-de-jogo,EUROPA# Europeu Sub-17 - Qualificação - Segunda fase,25/03/2023 06:00,Alemanha U17,0,0,Finlândia U17
pAa2mYvP,https://www.flashscore.com.br/jogo/pAa2mYvP/#/resumo-de-jogo,CAZAQUISTÃO# Copa do Cazaquistão,25/03/2023 06:00,Yelimay Semey,0,0,Taraz
AesAzt50,https://www.flashscore.com.br/jogo/AesAzt50/#/resumo-de-jogo,SÉRVIA# Liga Sérvia - Belgrado,25/03/2023 06:00,Torlak,0,0,Buducnost Dobanovci
vs2JU8vA,https://www.flashscore.com.br/jogo/vs2JU8vA/#/resumo-de-jogo,RÚSSIA# Divisão Suprema - Feminina,25/03/2023 06:00,Samara F,0,0,Krasnodar F
Gnezyb5T,https://www.flashscore.com.br/jogo/Gnezyb5T/#/resumo-de-jogo,ESLOVÁQUIA# 4. liga - Central,25/03/2023 06:00,Zarnovica,0,0,Krasno
4CijKIHO,https://www.flashscore.com.br/jogo/4CijKIHO/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 06:00,UTA Arad (Rou),0,0,Ripensia Timisoara (Rou)
Qye4h7j3,https://www.flashscore.com.br/jogo/Qye4h7j3/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 06:00,Slutsk (Blr),0,0,Zhodino (Blr)
nwMIi3us,https://www.flashscore.com.br/jogo/nwMIi3us/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 06:00,Sepsi Sf. Gheorghe (Rou),0,0,FC Brasov (Rou)
MV2VPw5D,https://www.flashscore.com.br/jogo/MV2VPw5D/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Queensland,25/03/2023 06:00,Queensland Lions,0,0,Peninsula
fP2ujL4m,https://www.flashscore.com.br/jogo/fP2ujL4m/#/resumo-de-jogo,SÉRVIA# Liga Sérvia - Belgrado,25/03/2023 06:00,Sindjelic Beograd,0,0,BASK
ANJ3R9Gi,https://www.flashscore.com.br/jogo/ANJ3R9Gi/#/resumo-de-jogo,ESLOVÁQUIA# 1. Liga Feminina - Grupo de Rebaixamento,25/03/2023 06:00,Trencin F,0,0,Nove Zamky F
dExG3epG,https://www.flashscore.com.br/jogo/dExG3epG/#/resumo-de-jogo,AUSTRÁLIA# Premier League Nacional - Sul da Austrália,25/03/2023 06:00,NE Metrostars,0,0,West Adelaide
6scDjnI3,https://www.flashscore.com.br/jogo/6scDjnI3/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão C,25/03/2023 06:00,Velke Hamry,0,0,Letohrad
hf31oZI2,https://www.flashscore.com.br/jogo/hf31oZI2/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão D,25/03/2023 06:15,Breclav,0,0,Lanzhot
lbOYZz6b,https://www.flashscore.com.br/jogo/lbOYZz6b/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo B,25/03/2023 06:15,Hradec Kralove B,0,0,Pardubice B
CdTDQWSp,https://www.flashscore.com.br/jogo/CdTDQWSp/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo B,25/03/2023 06:15,Jablonec B,0,0,Zapy
zyxnVCKT,https://www.flashscore.com.br/jogo/zyxnVCKT/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo B,25/03/2023 06:15,Benesov,0,0,Usti nad Labem
rafcju6I,https://www.flashscore.com.br/jogo/rafcju6I/#/resumo-de-jogo,REPÚBLICA TCHECA# Stredocesky KP,25/03/2023 06:15,Kutna Hora,0,0,Velim
x6sa00L5,https://www.flashscore.com.br/jogo/x6sa00L5/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 06:15,Olympia Radotin,0,0,Branik
bLV7bvjI,https://www.flashscore.com.br/jogo/bLV7bvjI/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 06:15,Kolovraty,0,0,Podoli Praha
QuBcuGZd,https://www.flashscore.com.br/jogo/QuBcuGZd/#/resumo-de-jogo,REPÚBLICA TCHECA# Jihocesky KP,25/03/2023 06:15,Taborsko B,0,0,FC Semice
tC3Ewo3C,https://www.flashscore.com.br/jogo/tC3Ewo3C/#/resumo-de-jogo,REPÚBLICA TCHECA# Kralovehradecky KP,25/03/2023 06:15,Vysoka n. Labem,0,0,Vrchlabi
jLRm8Q1d,https://www.flashscore.com.br/jogo/jLRm8Q1d/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão A,25/03/2023 06:15,Marianske Lazne,0,0,Aritma Prague
WUDeeau5,https://www.flashscore.com.br/jogo/WUDeeau5/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão B,25/03/2023 06:15,Ceska Lipa,0,0,Neratovice
jTVSUwT9,https://www.flashscore.com.br/jogo/jTVSUwT9/#/resumo-de-jogo,REPÚBLICA TCHECA# Moravskoslezsky KP,25/03/2023 06:15,Vratimov,0,0,Hermanice
nTpBTzY4,https://www.flashscore.com.br/jogo/nTpBTzY4/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão A,25/03/2023 06:15,Petrin Plzen,0,0,FK Komarov
ALCafJfB,https://www.flashscore.com.br/jogo/ALCafJfB/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão B,25/03/2023 06:15,Cesky Brod,0,0,Louny
Q3VrO3Xb,https://www.flashscore.com.br/jogo/Q3VrO3Xb/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo A,25/03/2023 06:15,Vltavin,0,0,Admira Prague
bHTjMs2B,https://www.flashscore.com.br/jogo/bHTjMs2B/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo A,25/03/2023 06:15,Motorlet Prague,0,0,Plzen B
ObDVEafo,https://www.flashscore.com.br/jogo/ObDVEafo/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo A,25/03/2023 06:15,Bohemians 1905 B,0,0,Kraluv Dvur
ULH6Pidq,https://www.flashscore.com.br/jogo/ULH6Pidq/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão D,25/03/2023 06:15,Havlickuv Brod,0,0,Stara Rise
QmBFNVQe,https://www.flashscore.com.br/jogo/QmBFNVQe/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão D,25/03/2023 06:15,Bohunice,0,0,Humpolec
QXAmcLAh,https://www.flashscore.com.br/jogo/QXAmcLAh/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão B,25/03/2023 06:15,Libis,0,0,Hvezda Cheb
Kp1Hk6X9,https://www.flashscore.com.br/jogo/Kp1Hk6X9/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão C,25/03/2023 06:15,Chrudim B,0,0,Brandys n. Labem
x8EiduQb,https://www.flashscore.com.br/jogo/x8EiduQb/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão B,25/03/2023 06:15,Kladno,0,0,Vilemov
0A5CiHvU,https://www.flashscore.com.br/jogo/0A5CiHvU/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão B,25/03/2023 06:15,Chomutov,0,0,Steti
Sd74gwAH,https://www.flashscore.com.br/jogo/Sd74gwAH/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão B,25/03/2023 06:30,Kosmonosy,0,0,Ujezd Prague
4K1AcERE,https://www.flashscore.com.br/jogo/4K1AcERE/#/resumo-de-jogo,REPÚBLICA TCHECA# Liberecky KP,25/03/2023 06:30,Frydlant,0,0,Studenec
KUW3aKzC,https://www.flashscore.com.br/jogo/KUW3aKzC/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 06:30,Dukla JM,0,0,Spoje Prague
YymK1AHu,https://www.flashscore.com.br/jogo/YymK1AHu/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 06:30,Kralovice,0,0,Motorlet Prague B
rLNxZfL4,https://www.flashscore.com.br/jogo/rLNxZfL4/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo B,25/03/2023 06:30,Prepere,0,0,Zivanice
SfzCcb5O,https://www.flashscore.com.br/jogo/SfzCcb5O/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 06:30,Zlicin,0,0,Vysehrad
v3s3Vd3h,https://www.flashscore.com.br/jogo/v3s3Vd3h/#/resumo-de-jogo,REPÚBLICA TCHECA# Divisão A,25/03/2023 06:30,Cesky Krumlov,0,0,Tochovice
jDBha67n,https://www.flashscore.com.br/jogo/jDBha67n/#/resumo-de-jogo,REPÚBLICA TCHECA# Karlovarsky KP,25/03/2023 06:30,KV Dvory,0,0,Nejdek
tn2N8P3D,https://www.flashscore.com.br/jogo/tn2N8P3D/#/resumo-de-jogo,ESLOVÁQUIA# 3. Liga - Oeste,25/03/2023 06:30,FKM Nove Zamky,0,0,Jednota Banova
d2b1kaLO,https://www.flashscore.com.br/jogo/d2b1kaLO/#/resumo-de-jogo,REPÚBLICA TCHECA# Stredocesky KP,25/03/2023 06:30,Horky nad Jizerou,0,0,Mnichovohradistsky SK
QTtLBHYe,https://www.flashscore.com.br/jogo/QTtLBHYe/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 06:30,Horni Jiretin,0,0,Krupka
I3wDDw4q,https://www.flashscore.com.br/jogo/I3wDDw4q/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 06:30,Litomericko,0,0,FK Jilove
dfxHCcJk,https://www.flashscore.com.br/jogo/dfxHCcJk/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 06:30,Lovosice,0,0,Brna
CM0pIJeS,https://www.flashscore.com.br/jogo/CM0pIJeS/#/resumo-de-jogo,REPÚBLICA TCHECA# Ustecky KP,25/03/2023 06:30,Oldrichov,0,0,Cernovice
SWwCNibo,https://www.flashscore.com.br/jogo/SWwCNibo/#/resumo-de-jogo,REPÚBLICA TCHECA# CFL - Grupo A,25/03/2023 06:30,Ceske Budejovice B,0,0,Dukla Praga B
YZyg64vb,https://www.flashscore.com.br/jogo/YZyg64vb/#/resumo-de-jogo,MUNDO# Amistoso Internacional,25/03/2023 06:45,Bangladesh,0,0,Seychelles
QoMKj6si,https://www.flashscore.com.br/jogo/QoMKj6si/#/resumo-de-jogo,RÚSSIA# FNL 2 - Grupo 1,25/03/2023 07:00,Forte Taganrog,0,0,SKA Rostov-on-Don
Qs0e5M9t,https://www.flashscore.com.br/jogo/Qs0e5M9t/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:00,U. Cluj (Rou),0,0,Baia Mare (Rou)
Gb5vnB3O,https://www.flashscore.com.br/jogo/Gb5vnB3O/#/resumo-de-jogo,REPÚBLICA TCHECA# 1. Liga Feminina,25/03/2023 07:00,Liberec F,0,0,Plzen F
WAVIYJZC,https://www.flashscore.com.br/jogo/WAVIYJZC/#/resumo-de-jogo,SÉRVIA# Liga Sérvia - Belgrado,25/03/2023 07:00,Prva Iskra Baric,0,0,Zemun
zDX0N2C7,https://www.flashscore.com.br/jogo/zDX0N2C7/#/resumo-de-jogo,POLÔNIA# Liga Central Youth,25/03/2023 07:00,Arka U19,0,0,Slask W. U19
MTFyNmK2,https://www.flashscore.com.br/jogo/MTFyNmK2/#/resumo-de-jogo,ÁFRICA DO SUL# Diski Challenge,25/03/2023 07:00,TS Galaxy U23,0,0,Richards Bay U23
QymW0pUo,https://www.flashscore.com.br/jogo/QymW0pUo/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:00,Petrolul (Rou),0,0,Din. Bucuresti (Rou)
0zqcwtIn,https://www.flashscore.com.br/jogo/0zqcwtIn/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:00,Partizan (Srb),0,0,CSKA 1948 Sofia (Bul)
prFipQJK,https://www.flashscore.com.br/jogo/prFipQJK/#/resumo-de-jogo,POLÔNIA# Liga Central Youth,25/03/2023 07:00,Lech U19,0,0,Rakow Czestochowa U19
hbi6XrsT,https://www.flashscore.com.br/jogo/hbi6XrsT/#/resumo-de-jogo,RÚSSIA# FNL 2 - Grupo 1,25/03/2023 07:00,Biolog,0,0,Legion Makhachkala
hroWUHyJ,https://www.flashscore.com.br/jogo/hroWUHyJ/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:00,Orgryte (Swe),0,0,KFUM Oslo (Nor)
jeAlkGfa,https://www.flashscore.com.br/jogo/jeAlkGfa/#/resumo-de-jogo,POLÔNIA# Ekstraliga Feminina,25/03/2023 07:00,Czarni Sosnowiec F,0,0,UKS SMS Lodz F
80p9iR59,https://www.flashscore.com.br/jogo/80p9iR59/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:00,Isloch (Blr),0,0,Arsenal Dzyarzhynsk (Blr)
GWh82Kga,https://www.flashscore.com.br/jogo/GWh82Kga/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:00,DVTK (Hun),0,0,Mezokovesd (Hun)
WlKQSn9M,https://www.flashscore.com.br/jogo/WlKQSn9M/#/resumo-de-jogo,RÚSSIA# Divisão Suprema - Feminina,25/03/2023 07:00,CSKA Moscow F,0,0,FK Yenisey F
fThlAHA5,https://www.flashscore.com.br/jogo/fThlAHA5/#/resumo-de-jogo,RÚSSIA# FNL,25/03/2023 07:00,Alania Vladikavkaz,0,0,Kazan
dlN4dNRJ,https://www.flashscore.com.br/jogo/dlN4dNRJ/#/resumo-de-jogo,SÉRVIA# Liga Sérvia - Belgrado,25/03/2023 07:00,Teleoptik,0,0,Studentski Grad
8Ol5QWbn,https://www.flashscore.com.br/jogo/8Ol5QWbn/#/resumo-de-jogo,REPÚBLICA TCHECA# Jihomoravsky KP,25/03/2023 07:00,Boskovice,0,0,Mutenice
QyZGU30s,https://www.flashscore.com.br/jogo/QyZGU30s/#/resumo-de-jogo,ÍNDIA# I-League 2,25/03/2023 07:00,Hyderabad 2,0,0,Dempo
Um6GZYeS,https://www.flashscore.com.br/jogo/Um6GZYeS/#/resumo-de-jogo,EUROPA# Europeu Sub-19 - Qualificação - Segunda fase,25/03/2023 07:00,Sérvia U19,0,0,Israel U19
27cl1dRI,https://www.flashscore.com.br/jogo/27cl1dRI/#/resumo-de-jogo,REPÚBLICA TCHECA# 2. Liga - Feminina,25/03/2023 07:00,Lisen F,0,0,Zlin F
6oZFdIKU,https://www.flashscore.com.br/jogo/6oZFdIKU/#/resumo-de-jogo,REPÚBLICA TCHECA# Prazsky Prebor,25/03/2023 07:00,Hostivar,0,0,Zizkov B
zRCKdzFL,https://www.flashscore.com.br/jogo/zRCKdzFL/#/resumo-de-jogo,ESPANHA# Primera Federación - Feminina,25/03/2023 07:30,Espanyol F,0,0,Tenerife B F
0EaikKfM,https://www.flashscore.com.br/jogo/0EaikKfM/#/resumo-de-jogo,EUROPA# Europeu Sub-17 - Qualificação - Segunda fase,25/03/2023 07:30,França U17,0,0,Letônia U17
fHrHk5zM,https://www.flashscore.com.br/jogo/fHrHk5zM/#/resumo-de-jogo,MUNDO# Amistoso Interclubes,25/03/2023 07:30,Hacken (Swe),0,0,Trollhättan (Swe)
0SGKNSvE,https://www.flashscore.com.br/jogo/0SGKNSvE/#/resumo-de-jogo,TURQUIA# 1. Lig (2ª Divisão),25/03/2023 07:30,Keciorengucu,0,0,Genclerbirligi
